A00-1001	187
P03-2037	8308;7194
P03-2038	6746;3350;3291;1968;91;2043
P03-2039	9947;305;5286
P03-2040	8952;9134;1367;7437;1169
P03-2041	2083
P04-1001	14834;3390;9356;6586
P04-1002	7767
P04-1003	5365;839
P04-1004	8907;4385
P04-1005	3779;1195
P04-1006	14958;3779
P04-1007	6881;14275;1464;3779
P04-1008	5587;145;6860
P04-1009	11511
P04-1010	3112;7838;8956;8404;8754;622;3596;5383
P04-1011	12835;6584;8643
P04-1012	3788;3911
P04-1013	3242
P04-1014	1404;1610
P04-1015	1464;6881
P04-1016	7931;3634;5063
P04-1017	9100;7857;12482;8024
P04-1018	5007;3655;3762;3879;6990
P04-1019	6516;5416;5202;3335
P04-1020	5900
P04-1021	4748;9297;7857
P04-1022	15044;9357
P04-1023	989;8009;6164
P04-1024	6653;2885
P04-1025	7171;3727;750;6181;6928
P04-1026	15400
P04-1027	12951;2816;6354;14107;8544
P04-1028	6909
P04-1029	5723;6368
P04-1030	1463;1042;6368
P04-1031	6368
P04-1032	2487;4271;5925;8138
P04-1033	4232;7384
P04-1034	515;3161;8420
P04-1035	6245;4639
P04-1036	5343;4248;8771;14832
P04-1037	606;2700;545
P04-1038	1243;15155
P04-1039	14891
P04-1040	3750;14722
P04-1041	964;930;6033;12888;8751
P04-1042	4732;5147
P04-1043	5674
P04-1044	2545;4683
P04-1045	4875;2391
P04-1046	2803
P04-1047	6033;930;964;12888;8751
P04-1048	2879;1955;6811
P04-1049	8902;2713
P04-1050	3928;6516;5430;6046
P04-1051	172;3928;4271
P04-1052	7531;1499
P04-1053	3143;7370;2909
P04-1054	1603;7686
P04-1055	6948;3204
P04-1056	912;5630
P04-1057	14730
P04-1058	3589;14722
P04-1059	2585;8942;3453;4752;8980;6644
P04-1060	4411
P04-1061	4199;5147
P04-1062	7626;2083
P04-1063	5991
P04-1064	2850;9039;2637
P04-1065	3910;5893
P04-1066	5634
P04-1067	2637;6805;5302;2850;1793
P04-1068	1275;4979;8103;1305
P04-1069	5848;7201
P04-1070	5848;7201
P04-1071	6920
P04-1072	7166;13897;13979;11153
P04-1073	6580;1365;1621
P04-1074	4780;8914;1011;9210
P04-1075	7441;9290;7857;12482;8024
P04-1076	5966;4777;7731
P04-1077	11923;6051
P04-1078	7689;846
P04-1079	344;3130
P04-1080	5968;9791;8024
P04-1081	8948;7860;1044
P04-1082	999
P04-1083	5424
P04-1084	5424;7201;8797
P04-1085	2564;5384;14978;7516
P04-1086	2890;176
P04-1087	3535
P04-1088	7388;12595
P04-2001	7049
P04-2002	3596
P04-2003	3382;7375;1909
P04-2004	4810
P04-2005	8699
P04-2006	737
P04-2007	9857
P04-2008	9178
P04-2009	5928
P04-2010	4330
P04-2011	6606
P04-2012	5608
P04-3001	2177;4964;8421;4549
P04-3002	8951;8665
P04-3003	4442;9102
P04-3004	8952;1367;7437;1169
P04-3005	6917;9101
P04-3006	6469;5424
P04-3007	7225;9113
P04-3008	2414;1690;5442
P04-3009	988
P04-3010	4613;6862
P04-3011	5079;1093
P04-3012	13006
P04-3013	212
P04-3014	1974;9113
P04-3015	9049;3914;3615
P04-3016	164;13103;1070;15153
P04-3017	9033;8071;5561;8313
P04-3018	4873;3518;6026
P04-3019	3739;1183;1169
P04-3020	5490
P04-3021	407
P04-3022	3879
P04-3023	6663
P04-3024	7275
P04-3025	5704;1458
P04-3026	6722
P04-3027	7488;1338
P04-3028	5068;4875;3539
P04-3029	6345;6796
P04-3030	6573;2192
P04-3031	644;4952
P04-3032	2083;2794;7626
P04-3033	3785;407
P04-3034	667;5692;6544
P05-1001	212;9301
P05-1002	1445;7613;6164
P05-1003	7613;1445;6164
P05-1004	1610
P05-1005	4258;4651
P05-1006	1666;15155
P05-1007	12595;2408;9192;3058;2753
P05-1008	6217;2192
P05-1009	7689;5174
P05-1010	5296;5561;8313
P05-1011	5561;8313
P05-1012	5364;1555;15162
P05-1013	5970;5941
P05-1014	12480;1633
P05-1015	6245;4639
P05-1016	6250
P05-1017	7985;3602;6114
P05-1018	451;4550
P05-1019	3535
P05-1020	5900
P05-1021	9100;7857;8024
P05-1022	1195;3779
P05-1023	3242;8212
P05-1024	4404;7931;3634
P05-1025	7076;4584;5045
P05-1026	3104;3289;4667;15109
P05-1027	7182
P05-1028	2121;1016;1282;1810;2878;9411;8278
P05-1029	2734;12599
P05-1030	6856;5633
P05-1031	7253
P05-1032	989;411;7295
P05-1033	1296
P05-1034	6664;5436;1281
P05-1035	12951;2816;14107;8544
P05-1036	8347;1195
P05-1037	9352;14986
P05-1038	301;4019
P05-1039	1996
P05-1040	1869;10481
P05-1041	8035;729;6059;2504
P05-1042	2323;636
P05-1043	4853
P05-1044	7626;2083
P05-1045	2340;2895;5147
P05-1046	2895;4199;5147
P05-1047	7792;2884
P05-1048	1044;8948
P05-1049	5968;9791;8024
P05-1050	2759;2746;7820
P05-1051	3734;2909
P05-1052	9333;2909
P05-1053	12482;7857;9290;9297
P05-1054	782;6171
P05-1055	1216;14752
P05-1056	4911;7808;7516;3121
P05-1057	4911;4900;4845
P05-1058	8951;8665;4915
P05-1059	9281;2722
P05-1060	5143;9113
P05-1061	5364;15162;4419;8884;9092;8818
P05-1062	9203;2934;9357
P05-1063	1464;6881;14275
P05-1064	4748;5030
P05-1065	7323;6171
P05-1066	1464;4247;4402
P05-1067	1896;15155
P05-1068	3545;7182
P05-1069	8202;9301
P05-1070	6240;7435
P05-1071	3005;6707
P05-1072	6579;8720;3010;5218;3835
P05-1073	8259;3025;5147
P05-1074	411;989
P05-1075	1777
P05-1076	9034;4310;850
P05-1077	6742;6250;14986
P05-2001	4980
P05-2002	8134
P05-2003	6343
P05-2004	2009
P05-2005	7660
P05-2006	8072
P05-2007	3487
P05-2008	6751
P05-2009	6884
P05-2010	513
P05-2011	1718
P05-2012	13400
P05-2013	975
P05-2014	3657
P05-2015	2915
P05-2016	2425
P05-2017	7215
P05-2018	8996
P05-2019	1871;2116
P05-2020	6562
P05-2021	6514;5048
P05-2022	6188
P05-2023	130
P05-2024	9166
P05-2025	4421
P05-2026	7035
P05-3001	1775;3932;4328;6182;7812
P05-3002	2983;5923
P05-3003	4271;8138
P05-3004	4874
P05-3005	4889;3451;8943
P05-3006	4622;4097;3697
P05-3007	6218;917;2006
P05-3008	6746;3350;1205;2242;6805
P05-3009	6811;2104
P05-3010	8952;4846;1169
P05-3011	1216;14752
P05-3012	2413;8816;7397;1095
P05-3013	5490
P05-3014	5490;1591
P05-3015	5584;3539
P05-3016	5785;5289;5767;7093
P05-3017	15124;7324;8901;3204
P05-3018	5915;3539
P05-3019	6316;406;6350
P05-3020	6722
P05-3021	8549;5139;7204;4876;4222;3698;7029;6442;15180
P05-3022	150;2290;12835;7814;7949;2557;1141;994;91
P05-3023	533;2184;2578;2682;4221;5174;5514;12742;5850;8270
P05-3024	1379;8158
P05-3025	1770;4221;1148
P05-3026	3719;4584
P05-3027	4421;6350
P05-3028	13852
P05-3029	7800;7820
P05-3030	8410;8052;3615
P05-3031	9168;5780
P06-1001	7066;3005
P06-1002	333;1955
P06-1003	6631;4307;2901;8102
P06-1004	5114;451
P06-1005	568;4831
P06-1006	9100;7857;8024
P06-1007	6282;839
P06-1008	653;3239;14191
P06-1009	686;1445
P06-1010	7727;8058;11301
P06-1011	5724;5174
P06-1012	1158;5896
P06-1013	858;5839;4550
P06-1014	5839
P06-1015	6250;6369
P06-1016	12482;7857;9297
P06-1017	1242;9791;8024;5968
P06-1018	3849
P06-1019	1443;8885
P06-1020	1125;6060
P06-1021	3044;7407;9218;1955;3121;4358;4595;4911;6881;15258;7796
P06-1022	6085;5281;3950;5246;3588
P06-1023	7263
P06-1024	2430;4683
P06-1025	6978;4875
P06-1026	407;1855;12835
P06-1027	3749;8690;4608;2893;7318
P06-1028	7931;5361;3634
P06-1029	2585;7930;9191
P06-1030	3626;3881
P06-1031	5768;3990;5659;3638
P06-1032	853;1933;2573
P06-1033	5941;5970;3050
P06-1034	3294;6584;8643
P06-1035	2111;4164
P06-1036	2312;9392
P06-1037	2414;953;5442
P06-1038	1694;6724
P06-1039	13209;5174
P06-1040	8350
P06-1041	2414;5442
P06-1042	14249;1739
P06-1043	5349;1195;3779
P06-1044	4310;4388;1458
P06-1045	3026;6064;8265
P06-1046	2836;1610
P06-1047	4780;8958;4977;9013;9210
P06-1048	1406;4550
P06-1049	722;6109;3629
P06-1050	6237;5703;3346
P06-1051	9246;5674
P06-1052	4271;8138
P06-1053	1996;4019;7850
P06-1054	8679;7076;5542
P06-1055	6426;439;8154;4199
P06-1056	2481;3594
P06-1057	1633;2758;2759;5199;7820
P06-1058	4983;8665;9110;4903;4771
P06-1059	6108;5561;8323;8313
P06-1060	2378;3762;3879;9389
P06-1061	2933;1120
P06-1062	7455;5966;9357;2585
P06-1063	3825;964;12888
P06-1064	3349
P06-1065	5634;9141;697
P06-1066	9001;4900;4845
P06-1067	112;6259
P06-1068	3506;13924
P06-1069	4758;7904;9303
P06-1070	2759;7820
P06-1071	9298;8805;2286
P06-1072	7626;2083
P06-1073	9389;7686;7173
P06-1074	5020;7903;9292;5922;1259;9302
P06-1075	9368;8665
P06-1076	662
P06-1077	4911;4900;4845
P06-1078	7874;8315;3634
P06-1079	3569;3600;5286
P06-1080	6291;7969;6290
P06-1081	4770;13988;3759;3903
P06-1082	1204;68
P06-1083	4052;2493;3623
P06-1084	52;2099
P06-1085	14939;2901;3779
P06-1086	3005;6707
P06-1087	2792;52;2099
P06-1088	1610;1404;8416
P06-1089	5782;5286
P06-1090	5767;7093;9052;6080
P06-1091	8202;9301
P06-1092	5654;8008;4449
P06-1093	7007;7867
P06-1094	4017;4384;1535
P06-1095	5139;8549;8798;4611;15180
P06-1096	4797;13049;4199;8068
P06-1097	2448;5174
P06-1098	8735;8315;3634
P06-1099	8806;3028
P06-1100	6369;6250
P06-1101	7639;3835;5895
P06-1102	15152;4831;627;4813;3683
P06-1103	4209;6980
P06-1104	9297;9290;7857;12482
P06-1105	19;6114
P06-1106	1812;4837
P06-1107	9246;6369;6335
P06-1108	3061;5633
P06-1109	695
P06-1110	8343;5424
P06-1111	3025;4199
P06-1112	7441;4193
P06-1113	6010;15109
P06-1114	3104;3289
P06-1115	3963;5630
P06-1116	9;8130
P06-1117	2744;5674
P06-1118	7389;886;1317
P06-1119	5739;1955;4837;13467;6343
P06-1120	7391;8775
P06-1121	2564;2858;4221;5174;1770;8692;8139
P06-1122	8009;6164
P06-1123	8797;8750;5424
P06-1124	8091
P06-1125	8984;8914;4780
P06-1126	4755;8665;6802;4747
P06-1127	1235;4842;8777
P06-1128	5561;6090;5261;8323;9166;5944;8313
P06-1129	4766;9371;9307;9357
P06-1130	964;12888
P06-1131	4017;4384
P06-1132	7930;8259
P06-1133	4848;3171
P06-1134	15336;5490
P06-1135	6580;1997;1365
P06-1136	1262;9357;8691
P06-1137	2269;8885
P06-1138	2689;3849
P06-1139	7689;5174
P06-1140	5804;8816
P06-1141	4374;5147
P06-1142	4442;4748;9102
P06-1143	5113
P06-1144	5610;13896;1073;13340
P06-1145	5998;3602;7985;6114
P06-1146	12763;4550
P06-1147	8956;7838
P06-2001	14766;289;13196;3665;5191
P06-2002	137;1086;6114;7025
P06-2003	12951;13399;2816;13842
P06-2004	317;14283
P06-2005	9484;9297;8990;7857
P06-2006	850;14832
P06-2007	1059;3799;2894;435
P06-2008	14834;9275;390
P06-2009	1175;1914;6980
P06-2010	1213;9297;4903;4771
P06-2011	1227;1235
P06-2012	1242;9791;8024;5968
P06-2013	1260;9316;3615
P06-2014	1281;4831
P06-2015	25
P06-2016	1347
P06-2017	1350;5702;457;2582
P06-2018	13154;12888
P06-2019	1406;4550
P06-2020	1483;7254;6035
P06-2021	1535;8518;2017
P06-2022	1566;479;1244;1517;5942;7731
P06-2023	1993;4978;8961;3448;8192
P06-2024	2053
P06-2025	2085;5828;404
P06-2026	2228;9197;5956
P06-2027	2324;3167;5384
P06-2028	2333;655;3545;7894
P06-2029	2414;5442
P06-2030	2513;7935
P06-2031	14920;1218
P06-2032	2606;6300
P06-2033	2632;15397
P06-2034	2650;5630
P06-2035	2717;5011
P06-2036	2722;7201;9281
P06-2037	13399;13842
P06-2038	2755;15109
P06-2039	2854;1204
P06-2040	2999;3092;7795;7620
P06-2041	3050;5970;5941
P06-2042	3064;8364;3989;3615
P06-2043	3082;9334;2485
P06-2044	3114;6712
P06-2045	3136;7153;6223;4289;1664
P06-2046	3148;7194;8413
P06-2047	3315
P06-2048	3397;4411
P06-2049	3399;8907
P06-2050	3434;3454
P06-2051	3537;8936
P06-2052	14998;3040;10020;8224
P06-2053	3669;154;2988;2990
P06-2054	3728;4617
P06-2055	3734;2909
P06-2056	3761;8038
P06-2057	3771;6016
P06-2058	3845;2573
P06-2059	3857;4183
P06-2060	3879
P06-2061	4049;9264;5893
P06-2062	4057
P06-2063	4125;14986
P06-2064	4126;389
P06-2065	4221;5775;6727;9039
P06-2066	4410;5970
P06-2067	4756;839
P06-2068	4837
P06-2069	4865;6179
P06-2070	4883;2722
P06-2071	4939;159;2403
P06-2072	5207;5434
P06-2073	13899;2870;13011
P06-2074	5252;2785;1366
P06-2075	5532;1633;12480
P06-2076	5734;3893;7498;3615
P06-2077	5768;3990;5659;3638
P06-2078	5818;6114
P06-2079	5900;1684;270
P06-2080	5906;7475;6438
P06-2081	6046;6012
P06-2082	6092
P06-2083	6109;202
P06-2084	6343;7255
P06-2085	6856;4683
P06-2086	6962;2273
P06-2087	7014;8087;2766;284
P06-2088	7048;5281;3588
P06-2089	7076;4584
P06-2090	7160;6573;2192
P06-2091	7191;519;5561;8313
P06-2092	7291
P06-2093	7328;13194;2639
P06-2094	7370
P06-2095	7427;344;3130
P06-2096	7443;6676;6309;2165
P06-2097	7462;4454
P06-2098	7480;3001
P06-2099	7500;6141
P06-2100	7578;2976;7517;607
P06-2101	7617;2083
P06-2102	7637;14891
P06-2103	7689;5174
P06-2104	7943;2829
P06-2105	8072;15109
P06-2106	8224;7692;1198;991;5604;7688;3454;12423;9197;14145;7500
P06-2107	14470;1068
P06-2108	8287
P06-2109	8392;5944;5561;8313
P06-2110	8412;7927
P06-2111	15411;14462
P06-2112	8665;8951;4915
P06-2113	8702;14752;5080;4627
P06-2114	8727;8773;2567
P06-2115	8942;4971
P06-2116	8948;4635
P06-2117	8951;8665;4915
P06-2118	9021;1243;15155
P06-2119	9082;6574
P06-2120	9133;8947;9095
P06-2121	9204;8947;3695
P06-2122	9281;2722
P06-2123	9299;4078;7894
P06-2124	9321;8999
P06-2125	9369;4754
P06-3001	651
P06-3002	619
P06-3003	13181
P06-3004	5088
P06-3005	6282
P06-3006	7480
P06-3007	8958
P06-3008	9214
P06-3009	8294
P06-3010	7708
P06-3011	4950
P06-3012	5827
P06-3013	6285
P06-3014	4756
P06-3015	7018
P06-4001	1225;4866;1169
P06-4002	5616;254
P06-4003	8124;5164;584;5604;7688;991
P06-4004	5839
P06-4005	6090;5561;5944;8323;9033;5261;8002;9166;3103;4104;8071;8313
P06-4006	5519
P06-4007	3289;8681;4667;3104
P06-4008	7675;1373;3080;4630;6862;4624
P06-4009	5332;1651
P06-4010	9111;8409
P06-4011	8953;1183;4866;1169
P06-4012	6676;2165;2207;3806;7443;7945
P06-4013	88;5428;4872;6694;278
P06-4014	4948;6059
P06-4015	500;6531;7239;669;2696;4385
P06-4016	8775
P06-4017	2504;8035;729;5784
P06-4018	644
P06-4019	663;1485
P06-4020	850;14832;8745
P07-1001	1822;2590
P07-1002	11482;8259
P07-1003	1771;4199
P07-1004	8373;3016;7174
P07-1005	1158;5896;1296
P07-1006	7708;7792;1681
P07-1007	1158;5896
P07-1008	8518;3100
P07-1009	13209;998
P07-1010	6108;8313
P07-1011	7899;4907;1478;9357;9002;4627;11923
P07-1012	6637;4451
P07-1013	1807;7263;5586
P07-1014	5702;1350;457;2582
P07-1015	9162;4112;7727
P07-1016	4748;7554;4442;1947
P07-1017	5526;8259;7930
P07-1018	344;3130;7427;5695
P07-1019	3464;1296
P07-1020	407;3017;3910
P07-1021	4410;5585
P07-1022	3779
P07-1023	3895
P07-1024	2722;8098
P07-1025	2829;7943
P07-1026	9297;1213;9484;8024;12482;4903;4771
P07-1027	4878;5896
P07-1028	2164
P07-1029	2792;2099
P07-1030	1694;6724;4304
P07-1031	8416;1610
P07-1032	1404;1610
P07-1033	13209
P07-1034	3742;11301
P07-1035	2340;2895;5147
P07-1036	1175;15193;6980
P07-1037	3157;15247;8751
P07-1038	117;3539
P07-1039	5037;7832;8751
P07-1040	12182;5279;7326
P07-1041	2329;7833
P07-1042	2606;4335
P07-1043	4271;7812
P07-1044	5751;1978;8654;1651
P07-1045	2082;1705
P07-1046	6978;4875
P07-1047	4912;14834;3755
P07-1048	3785;1624;4724;6806
P07-1049	7352
P07-1050	14958
P07-1051	695
P07-1052	6778;6724
P07-1053	2705;3608;7909
P07-1054	2182;7340
P07-1055	5364;3093;5894;8799;6820
P07-1056	673;1979;15162
P07-1057	858
P07-1058	7958;7504;1633
P07-1059	6857;8507;8302;5554;4912
P07-1060	4627
P07-1061	2312
P07-1062	2356;6881
P07-1063	13864;8643
P07-1064	5114;6277;451;2752
P07-1065	8009;6164
P07-1066	8015;4528;7305
P07-1067	9100;7857
P07-1068	5900
P07-1069	12539;1838;451
P07-1070	8655;9089;8988
P07-1071	1466;8810
P07-1072	13347
P07-1073	912;5630
P07-1074	9005;8409;4751
P07-1075	5252;1366
P07-1076	6962;2273
P07-1077	3175
P07-1078	6778;6724
P07-1079	7076;5561;8313
P07-1080	8212;3242
P07-1081	3933;8352;7283
P07-1082	3933;7283;8352
P07-1083	568;4287
P07-1084	5663;13202;8003;3848
P07-1085	4885;4911
P07-1086	3368
P07-1087	9363;8044;4749;5896;9334
P07-1088	1971;7280;2185
P07-1089	4911;3479;4900;4845
P07-1090	7394;3892;4748
P07-1091	4744;4764;9276;4766;9357;2935
P07-1092	1445;4550
P07-1093	3703
P07-1094	14939;2901
P07-1095	7626;8418;4493
P07-1096	7442;7201;3812
P07-1097	1666;4837
P07-1098	5674;6656;455;5130
P07-1099	4230;5542;6026
P07-1100	7714;1720;9254;732
P07-1101	13430;15435;1211;14978;8846
P07-1102	6798;5633
P07-1103	13852
P07-1104	2585;222;3779;8259
P07-1105	5736;6707
P07-1106	9315;1404
P07-1107	3025;4199
P07-1108	8951;8665
P07-1109	7452;4287
P07-1110	1290;10
P07-1111	117;3539
P07-1112	1388;8804
P07-1113	6229;6540;385;7615
P07-1114	434;2197
P07-1115	6591;850;4310
P07-1116	1807
P07-1117	12993
P07-1118	1649;7568;6463
P07-1119	7452;4287
P07-1120	3378;6881
P07-1121	8923;5630
P07-1122	5941;5970;3050
P07-1123	5490;405;15336
P07-1124	1847;76
P07-1125	5407;850
P07-1126	1835;5577
P07-1127	6227;7391;88
P07-1128	3439;5633
P07-1129	9204;8947;11923;14986;4827
P07-1130	2983;13852;9267
P07-1131	3762;3879;6990
P07-2001	195;6384;5132
P07-2002	19;3848
P07-2003	6113;3575;5961;9459;41
P07-2004	2606;6300
P07-2005	7370;6054
P07-2006	96;701;4704;5333;6974
P07-2007	7894;7481;5790
P07-2008	2197;434
P07-2009	1610;1404;759
P07-2010	7616;7028;429;3245;4641;8647;9295
P07-2011	14237;4081
P07-2012	460;1505
P07-2013	6541;7833
P07-2014	6722
P07-2015	2488;137;14215
P07-2016	5986;1129;4617
P07-2017	8966;9091;4658
P07-2018	3454;7562;3434;14145
P07-2019	8704;3814;15208
P07-2020	7494;7180
P07-2021	8025
P07-2022	3706;14156
P07-2023	4390;4929;1235
P07-2024	6548;2181
P07-2025	970;893;1226;4895
P07-2026	2074;9264;5893
P07-2027	2980;6631;3835
P07-2028	65;429;4641;8647
P07-2029	1025;781;1472;714
P07-2030	3294;1924;3634
P07-2031	5797;5733;2151;271;302;7079
P07-2032	8783;2983;5699
P07-2033	6623
P07-2034	9077;4839;1235
P07-2035	3148;4454
P07-2036	9049;3615
P07-2037	3183
P07-2038	3368
P07-2039	3454;7562;3434
P07-2040	3316;5289;4078
P07-2041	6999;7024;5187;8385;5125
P07-2042	8215
P07-2043	8844
P07-2044	1141;8689;3835
P07-2045	4247;3345;643;989;2265;587;1544;7444;5637;9264;11588;13039;1486;3256
P07-2046	9299;7894
P07-2047	4897;4780;8958;4977
P07-2048	8056;43;6060
P07-2049	2980;5865;3835
P07-2050	8308;6632;8633;5781
P07-2051	4210
P07-2052	3988;8364
P07-2053	13472;13679;6151
P07-2054	1562;13888
P07-2055	5782;8364
P07-2056	1665;7176;457
P07-2057	3586;4078;9116
P07-3001	7146
P07-3002	6540
P07-3003	14819
P07-3004	13977
P07-3005	5714
P07-3006	5833
P07-3007	9233
P07-3008	1552
P07-3009	3771
P07-3010	7246
P07-3011	14155
P07-3012	7240
P07-3013	12906
P07-3014	6017
P07-3015	5405
P07-3016	2543;3230
P08-1001	10817;7286
P08-1002	568;4831;9945
P08-1003	15152;15398
P08-1004	409;2185
P08-1005	13843
P08-1006	5561;14242;7076;5296;8313
P08-1007	1158;5896
P08-1008	8609
P08-1009	1281
P08-1010	1822;9007;2590
P08-1011	9276;4766;9800;4744;9357
P08-1012	9281;6664;5634;2722
P08-1013	10195;10716
P08-1014	9562;11174;9785;9430
P08-1015	2370;7005
P08-1016	2369
P08-1017	9839
P08-1018	1011;6890;5922
P08-1019	9799;1012;11923;11290
P08-1020	13864;8643
P08-1021	4627;7380
P08-1022	9829;8816;10470
P08-1023	10487;3464;4900
P08-1024	686;1445;6164
P08-1025	9281;2722
P08-1026	4271;10808;8138
P08-1027	1694;6724
P08-1028	10502;4550
P08-1029	9472;5815;1442
P08-1030	3734;2909
P08-1031	12539;9663;2082;451
P08-1032	9850;4550
P08-1033	14430
P08-1034	216;565
P08-1035	5991
P08-1036	8212;5364
P08-1037	67;389;5233
P08-1038	3430;385
P08-1039	8416;1610
P08-1040	8563;4272
P08-1041	1026;12057;11325
P08-1042	1869
P08-1043	2792;8294
P08-1044	14939;3835;5147
P08-1045	3257;4221;13209
P08-1046	3779
P08-1047	15017;8252
P08-1048	10206;11048
P08-1049	10371;9113
P08-1050	4756;839
P08-1051	5693;15335;2533
P08-1052	15124;3204
P08-1053	6128;6040
P08-1054	6368;9375
P08-1055	6525;8643
P08-1056	10873;10504;7176
P08-1057	7302;3547;10910;7263
P08-1058	8009;818
P08-1059	8259;7930;10859
P08-1060	8518;3100;10337
P08-1061	8683;7318;4831
P08-1062	9084;10171;11334;10359;4885
P08-1063	14666;67;13842
P08-1064	9297;10139;9484;4748;8024;4771
P08-1065	9516;4287;1281
P08-1066	7442;9008;8792
P08-1067	3464
P08-1068	4297;1048;1464
P08-1069	5874;7201;7463
P08-1070	1985;4308;5918
P08-1071	84;4875
P08-1072	10306;10168;4617
P08-1073	6856;4683
P08-1074	13940;14272;9801
P08-1075	9376;11675;10777;10625
P08-1076	7931;3634
P08-1077	601;6742
P08-1078	7958;1633;413;9949
P08-1079	1694;6724
P08-1080	3854;3204;4969
P08-1081	9777;1478;11923;9377
P08-1082	7917;1383;9248
P08-1083	52;2792;2540;2099
P08-1084	7640;451
P08-1085	2792;52;2099
P08-1086	11125;818
P08-1087	9483;4247
P08-1088	3025;4797;9544;4199
P08-1089	9332;8665;4903;4771
P08-1090	1141;3835
P08-1091	14891;5674;6466
P08-1092	9554;14978;2324
P08-1093	5417;11301
P08-1094	5865;10380
P08-1095	2118;1195
P08-1096	9100;7857;10288;8024;4903;4771
P08-1097	2082;451;1705
P08-1098	6778;8228;3028;6724
P08-1099	5143;5339
P08-1100	4797;4199
P08-1101	9315;1404
P08-1102	10141;3464;4900;15044
P08-1103	3738;1281;4287
P08-1104	9509;9799;11324;11253;1012;11290
P08-1105	11210;14722
P08-1106	1591;5490
P08-1107	9822;6040;10571
P08-1108	5970;5364
P08-1109	2340;10229;5147
P08-1110	13350;14832;15329
P08-1111	539
P08-1112	2577;14948;8068
P08-1113	4831;9330;15398;15152
P08-1114	10440;6811
P08-1115	11588;5736;6811
P08-1116	9332;5966;9357;4903;4771
P08-1117	10997;6778;7128;6724;6980
P08-1118	14721;10779;5147
P08-1119	4344;6861;14986
P08-2001	9518;5124;11104
P08-2002	9580;3044;10232;8506
P08-2003	1139;3818
P08-2004	9666
P08-2005	9676;9439;5218;11025
P08-2006	9681;3097
P08-2007	1771;4199
P08-2008	1913;15155
P08-2009	1979;11190
P08-2010	2009;4165
P08-2011	2118;1195
P08-2012	2340;5147
P08-2013	2681;8908;5633
P08-2014	9953;6980
P08-2015	3005
P08-2016	9994;10191;10706
P08-2017	3015;6870;7387;1051;5347
P08-2018	3148;4454
P08-2019	3242;4683
P08-2020	3298;6986;5975;9899;3280;347;8602
P08-2021	3927;2083;4060;1984
P08-2022	4421;12548
P08-2023	4780;11308;11212;10074;4977
P08-2024	4879;10349
P08-2025	10363;66
P08-2026	5349;1195
P08-2027	10491;7301
P08-2028	10516;6628
P08-2029	5674;6656
P08-2030	10850;6707;3005;14891;7015
P08-2031	11044;8857
P08-2032	8308;10051;5781
P08-2033	8654;14088
P08-2034	8984;11198;8914;11257
P08-2035	11267;5856
P08-2036	9219
P08-2037	628;9637
P08-2038	9001;9297;9484;4748
P08-2039	9492;11298;2752
P08-2040	1222;9297;9484;4748
P08-2041	10049;4900;4845
P08-2042	11137;4060;9807
P08-2043	5865;13430;14978
P08-2044	10464;9916
P08-2045	598;5218
P08-2046	12912;12979;14121;15245
P08-2047	3975;56
P08-2048	10829;4308;9308
P08-2049	4350;5211;10703
P08-2050	534;2632
P08-2051	4885;4911
P08-2052	7251;10244
P08-2053	2541;4419
P08-2054	5748;5451
P08-2055	4833;8805
P08-2056	2412;8626;12888
P08-2057	6716;407;12742
P08-2058	10217;10307;10938;4094;7384
P08-2059	1979;1555
P08-2060	2792;2099
P08-2061	5929;8720;5218;15155
P08-2062	10808;2068;4271
P08-2063	878
P08-2064	137;629;10718
P08-2065	10354;9398
P08-2066	8278;5353
P08-2067	9822;4837;6040
P08-2068	11032;10352;10391;8963
P08-3001	3026
P08-3002	9503
P08-3003	9814
P08-3004	10330
P08-3005	11033;9671;10341
P08-3006	2408
P08-3007	10028
P08-3008	10211
P08-3009	15094
P08-3010	13934
P08-3011	8278
P08-3012	9312
P08-4001	8857
P08-4002	7531;1499
P08-4003	8552;6541;6516;9814;10137;14361;9100;5674
P08-4004	6031
P08-4005	3492;7017
P08-4006	2693
P08-4007	10182;9658;3814;15208
P08-4008	9114;9974;6371;9611;9708;10343;10565;10734
P08-4009	3854
P08-5001	2544;10163;6245
P08-5002	6740;10290;654;2171
P08-5003	673;9376
P08-5004	1555
P08-5005	6461
P08-5006	1463;6368;9630
P09-1001	12443;11493;12433;11538;11290
P09-1002	2164;5343;11655
P09-1003	11984;6109;8313
P09-1004	9423;6778;6724
P09-1005	9587;10470;839
