A00-1001	4073
P84-1071	4823
P84-1072	7333
P84-1073	13245
P84-1074	14574
P84-1075	12162
P84-1076	8778
P84-1077	8988
P84-1078	5459
P84-1079	12771;6931;581
P84-1080	9783;6684;8096
P84-1081	9923
P84-1082	5554
P84-1083	5686
P84-1084	7799
P84-1085	10777;11829
P84-1086	9622;9931;13373
P84-1087	11443
P84-1088	6910;3193;9028
P84-1089	208;5922
P84-1090	9052
P84-1091	5630
P84-1092	5279
P84-1093	13851
P84-1094	4238
P84-1095	15491
P84-1096	7110
P84-1097	9268
P84-1098	14037
P84-1099	7635;4019
P84-1100	11751;5237
P84-1101	5406;6796
P84-1102	13285
P84-1103	7794
P84-1104	10492
P84-1105	7957;11379;5763;8146
P84-1106	9263;4045;5315
P84-1107	3816
P84-1108	8864
P84-1109	6550
P84-1110	6448
P84-1111	10564
P84-1112	11010
P84-1113	14588;9636;2549
P84-1114	8144;13277
P84-1115	7713
P84-1116	12362
P85-1001	5669
P85-1002	10073
P85-1003	14613
P85-1004	9640;12179;9996
P85-1005	8725
P85-1006	11081
P85-1007	3143;8164
P85-1008	6145
P85-1009	10694
P85-1010	7835
P85-1011	13748;6839
P85-1012	9069;3494
P85-1013	9049
P85-1014	4808;9867
P85-1015	6788
P85-1016	7026
P85-1017	3479
P85-1018	12162
P85-1019	5921;4346;11606
P85-1020	6818;4233
P85-1021	10933;10788
P85-1022	3645;10788
P85-1023	8144;13277
P85-1024	168
P85-1025	5007
P85-1026	5394
P85-1027	5572
P85-1028	7732
P85-1029	2983
P85-1030	2829
P85-1031	10637;4920;2631;9205;11168;9871
P85-1032	4789;10788;13996
P85-1033	12079
P85-1034	15125;3330
P85-1035	14786;4309
P85-1036	8305
P85-1037	3330;15125;5965
P85-1038	9268
P85-1039	3942
P85-1040	5279
P86-1001	5511
P86-1002	6010
P86-1003	5818;1836
P86-1004	3467;3755;11867;6116;8379;4201
P86-1005	7082;12710
P86-1006	11317
P86-1007	11317
P86-1008	7835
P86-1009	7835
P86-1010	7042
P86-1011	3559;13748;6839
P86-1012	4938;13690
P86-1013	7576
P86-1014	8749
P86-1015	13656;9069
P86-1016	9051
P86-1017	4309;14786
P86-1018	8851;12079;4529
P86-1019	15125;7407;5419;4811
P86-1020	11589
P86-1021	3384;10681
P86-1022	6358;4771;14303
P86-1023	2829
P86-1024	10146;5005;12248;12247
P86-1025	8617;10681
P86-1026	8293
P86-1027	12016
P86-1028	13874
P86-1029	7662
P86-1030	4613;6125
P86-1031	6937
P86-1032	10786
P86-1033	8398
P86-1034	5572;3308
P86-1035	6144;3666;3847;4348;7978
P86-1036	12564
P86-1037	9265;9612
P86-1038	7045
P86-1039	14121
P86-1040	7110
P86-1041	7333
P87-1001	9373;12587
P87-1002	6100
P87-1003	10449
P87-1004	14647
P87-1005	6188;12093;14085
P87-1006	5572;12245;3308
P87-1007	3511
P87-1008	12636
P87-1009	5206;5447;10419
P87-1010	12533;14237
P87-1011	14247
P87-1012	10388;12587
P87-1013	11492;8748
P87-1014	9095;2983
P87-1015	13748;3559;6839
P87-1016	9517;11491
P87-1017	10026
P87-1018	12178;9639;9995
P87-1019	3758;3470;10449
P87-1020	12533;8293
P87-1021	14036
P87-1022	13448;13858;10788
P87-1023	3384;8398
P87-1024	3490
P87-1025	12564
P87-1026	9911;6640
P87-1027	11618;13654;3319;563;5533
P87-1028	3490
P87-1029	6357;13656;9069
P87-1030	3596
P87-1031	8580
P87-1032	10844
P87-1033	7047
P87-1034	11317
P88-1001	15125;13452
P88-1002	8381;3758;6122;10449
P88-1003	11827;12564
P88-1004	3881;11827
P88-1005	9454
P88-1006	7082
P88-1007	11130;7281
P88-1008	7016
P88-1009	3790
P88-1010	10786;3477
P88-1011	1836;5371
P88-1012	6144;12628;8881;4348
P88-1013	5691;11695;5957
P88-1014	14036
P88-1015	14141;12611
P88-1016	3565;11081
P88-1017	8649;7068;7484;6474
P88-1018	8021
P88-1019	9254;5853;12441;4038
P88-1020	3396
P88-1021	5006;7533
P88-1022	3396
P88-1023	3852;3384
P88-1024	6934
P88-1025	11681
P88-1026	8305
P88-1027	12079;4529
P88-1028	3704
P88-1029	7046
P88-1030	6786
P88-1031	13245
P88-1032	11834;6839
P88-1033	10389
P88-1034	3559;6839
P88-1035	4379;4185
P89-1001	14736
P89-1002	12161;3272;9448;3478
P89-1003	3862;13747
P89-1004	3876;13578
P89-1005	9448
P89-1006	3645;5181;9804
P89-1007	10449
P89-1008	7660
P89-1009	3783
P89-1010	2829;5773
P89-1011	13653
P89-1012	9779;11620
P89-1013	9167
P89-1014	11080;4777;7135
P89-1015	6092
P89-1016	10266;3142
P89-1017	8083
P89-1018	10524;7893
P89-1019	3478
P89-1020	4934
P89-1021	10179
P89-1022	14049;8816
P89-1023	13680;10491
P89-1024	14085
P89-1025	9444;2988
P89-1026	6097;3437
P89-1027	6839;13747
P89-1028	10837
P89-1029	5643
P89-1030	6188
P89-1031	13859
P89-1032	6511;12564
P89-1033	7532
P89-1034	5129;10197;2766;7905
P90-1001	13747;3558
P90-1002	12588
P90-1003	8376;10906
P90-1004	14143;4682;14218
P90-1005	8902
P90-1006	5274
P90-1007	11297;12301;12050
P90-1008	8597
P90-1009	5820
P90-1010	13861;14142
P90-1011	3142;8164
P90-1012	5463
P90-1013	11194
P90-1014	4808
P90-1015	4895
P90-1016	13466
P90-1017	4181
P90-1018	7926;9049
P90-1019	12334
P90-1020	4403
P90-1021	12714
P90-1022	6785
P90-1023	5346
P90-1024	4937;14246
P90-1025	6511
P90-1026	11556;3319;5364
P90-1027	12692;10533
P90-1028	13571;9303
P90-1029	11383;11219;14085
P90-1030	11316
P90-1031	3900
P90-1032	12364;9095
P90-1033	11119
P90-1034	6092
P90-1035	11834;13747
P90-1036	5798
P90-1037	4098
P90-1038	8836
P90-1039	5005;10146;9352
P91-1001	4935
P91-1002	428;10789
P91-1003	14143;8642;365
P91-1004	7381;13581
P91-1005	8482
P91-1006	11069
P91-1007	7871;168
P91-1008	7941;5734
P91-1009	10448
P91-1010	12588
P91-1011	6021
P91-1012	13170;4117;7878
P91-1013	10566
P91-1014	11834
P91-1015	3270
P91-1016	12301;14701
P91-1017	3754;6596;11964
P91-1018	11163
P91-1019	5623;5627;13779;14176
P91-1020	6682;3567
P91-1021	3876;564;11129;2669
P91-1022	14055;7854;9187
P91-1023	5063;2829
P91-1024	12783;6474
P91-1025	6936;10082;10597
P91-1026	6517
P91-1027	13466
P91-1028	11556;3321;5364
P91-1029	5925
P91-1030	6092;11425
P91-1031	13528
P91-1032	3474
P91-1033	4184
P91-1034	14055;3969;3972;9187
P91-1035	6262
P91-1036	12364
P91-1037	13915
P91-1038	2530;2311;1774
P91-1039	10675;8009
P91-1040	9676
P91-1041	13239
P91-1042	4439
P91-1043	7018
P91-1044	2361
P91-1045	11104
P91-1046	14106
P91-1047	13603
P91-1048	3754
P91-1049	6616;5988
P91-1050	5956
P91-1051	3036
P91-1052	7871
P91-1053	9697
P91-1054	14971
P91-1055	8876
P91-1056	5998
P92-1001	7941;5734;10072
P92-1002	5803
P92-1003	10427;11601
P92-1004	392
P92-1005	3876;3675
P92-1006	8665;14084
P92-1007	9051;13747;14519
P92-1008	8376;4203;12233
P92-1009	5463;168
P92-1010	11386;13747
P92-1011	8895;12692
P92-1012	11805
P92-1013	14036;6929
P92-1014	12692;13660
P92-1015	11507;6329
P92-1016	2361
P92-1017	3474;11834
P92-1018	3560
P92-1019	5998
P92-1020	5629;9028
P92-1021	564
P92-1022	11834;12160
P92-1023	1613;8574;12730
P92-1024	10850;7840;11490
P92-1025	7871;168
P92-1026	4463;4479;13527
P92-1027	10403
P92-1028	242
P92-1029	7325;12910;4038
P92-1030	6437;11934
P92-1031	7950
P92-1032	5063;2829;14562
P92-1033	4182
P92-1034	11196;9167
P92-1035	12825
P92-1036	5803
P92-1037	11362
P92-1038	7598
P92-1039	9960
P92-1040	9199
P92-1041	8497
P92-1042	8583
P92-1043	11058
P92-1044	6172
P92-1045	13754
P92-1046	13328
P92-1047	2779;13839
P92-1048	5470
P92-1049	9347
P92-1050	13623
P92-1051	6820
P92-1052	5476
P92-1053	11222
P92-1054	7665
P93-1001	2829
P93-1002	2356
P93-1003	7776
P93-1004	8952;13539;6571
P93-1005	10850;6706;7840;8663;9187;11490
P93-1006	14251;5832;13423
P93-1007	9696;3384
P93-1008	4203;5183;5006;8376;2422;9448;9454
P93-1009	7134
P93-1010	6935;10448;10762
P93-1011	10762
P93-1012	12564
P93-1013	13824
P93-1014	6780;9227;9520
P93-1015	10061;11723
P93-1016	8335
P93-1017	11833;14014
P93-1018	12018;9673;6897;4458;7032
P93-1019	7646;10715
P93-1020	10448;8398
P93-1021	4936;9089
P93-1022	3751;8817;8850
P93-1023	5892;9095
P93-1024	3474;13211;8048
P93-1025	10036
P93-1026	6449;12406
P93-1027	6449
P93-1028	14664;11491
P93-1029	14245
P93-1030	10437
P93-1031	9095;11343;2435
P93-1032	8781
P93-1033	8437;12465
P93-1034	3099
P93-1035	13603
P93-1036	12624
P93-1037	5161;8496;12066
P93-1038	11450
P93-1039	2787
P93-1040	14125
P93-1041	7608
P93-1042	12092
P93-1043	6421
P93-1044	12341
P93-1045	6172
P93-1046	5087
P93-1047	11758
P94-1001	13307;3437
P94-1002	5949
P94-1003	5534;13510;8745;9373
P94-1004	9279;11383;6511;11969
P94-1005	6839
P94-1006	5733;11582
P94-1007	13622
P94-1008	7134
P94-1009	5463
P94-1010	12533;12165;5063;1666
P94-1011	12649;11998
P94-1012	14318
P94-1013	14564
P94-1014	10019;12834
P94-1015	9621;12927
P94-1016	4203;9448;4672;9454
P94-1017	9770
P94-1018	9959
P94-1019	14352;3472
P94-1020	14129;3564
P94-1021	12715;3271
P94-1022	11386
P94-1023	3488
P94-1024	9969;9867
P94-1025	3099;12315
P94-1026	11699
P94-1027	6645
P94-1028	9390
P94-1029	9770
P94-1030	3992
P94-1031	12915
P94-1032	2336;2185
P94-1033	12730;14332;1613
P94-1034	13907;1613;12730
P94-1035	8745
P94-1036	11057
P94-1037	12405;13095
P94-1038	3751;3474
P94-1039	5157
P94-1040	3319
P94-1041	5955;3437
P94-1042	10186
P94-1043	8675
P94-1044	7246
P94-1045	7970
P94-1046	7134
P94-1047	12450
P94-1048	13953
P94-1049	6215
P94-1050	11235
P94-1051	10371;3641;10712
P94-1052	7959
P95-1001	12893;6868;4837
P95-1002	5286;6868
P95-1003	7029
P95-1004	12864;7355
P95-1005	3506;2359;8170;13583
P95-1006	9742
P95-1007	7958
P95-1008	7146
P95-1009	3137
P95-1010	8260;6785
P95-1011	4525;5186;3560
P95-1012	5424;471
P95-1013	7044;7213;9813
P95-1014	6785;4185
P95-1015	8398;10445
P95-1016	11199;8683
P95-1017	4936;14184
P95-1018	9514;9446
P95-1019	2787;168
P95-1020	8812;6125
P95-1021	11054;13747;3560
P95-1022	3271
P95-1023	11034;14638
P95-1024	7061;10789
P95-1025	8553
P95-1026	14564
P95-1027	5892;9095
P95-1028	10403
P95-1029	7737
P95-1030	11318;13160
P95-1031	2356
P95-1032	3359
P95-1033	14318
P95-1034	7440;5892
P95-1035	10872;8408;14135
P95-1036	7231;6839
P95-1037	8662
P95-1038	10427
P95-1039	13187
P95-1040	15236
P95-1041	1313
P95-1042	3677
P95-1043	10874
P95-1044	5341
P95-1045	5448
P95-1046	1807
P95-1047	3900
P95-1048	9519
P95-1049	10398
P95-1050	11085
P95-1051	11577
P95-1052	11870
P95-1053	12120
P95-1054	7648
P95-1055	13166
P95-1056	13670
P96-1001	5127;7493
P96-1002	11387
P96-1003	4519;1244
P96-1004	8314
P96-1005	13736;10211;11092;9925
P96-1006	9841;8018
P96-1007	12984
P96-1008	9278;12564;11383;11969
P96-1009	3437;9264;11313;12281
P96-1010	5368;11833
P96-1011	4384
P96-1012	12700
P96-1013	4185
P96-1014	13094
P96-1015	7029
P96-1016	11054;11804
P96-1017	9153;4856
P96-1018	5848;14496
P96-1019	8573;11490
P96-1020	12915
P96-1021	14318
P96-1022	7355
P96-1023	3874
P96-1024	5396
P96-1025	3242
P96-1026	5837;2987
P96-1027	7116
P96-1028	11344
P96-1029	12533;11292
P96-1030	11129;564
P96-1031	9388;12533
P96-1032	9769;11804
P96-1033	9305
P96-1034	11804;13600
P96-1035	6212
P96-1036	12684;5684
P96-1037	5574
P96-1038	3385;9696
P96-1039	10900
P96-1040	8656
P96-1041	2356;5396
P96-1042	4465;3752
P96-1043	9257
P96-1044	3900
P96-1045	2539
P96-1046	3448
P96-1047	4163
P96-1048	4687
P96-1049	4837
P96-1050	5077
P96-1051	5792
P96-1052	6810
P96-1053	6830
P96-1054	7117;6153
P96-1055	3591
P96-1056	11760
P96-1057	12684
P96-1058	13253
P97-1001	5424;471
P97-1002	8050
P97-1003	3242
P97-1004	6645;7406;13451
P97-1005	7187;10037;3098
P97-1006	8216;14487
P97-1007	11286;5882;11206
P97-1008	3752;8050;3475
P97-1009	8335
P97-1010	7664
P97-1011	2362;9446;10370
P97-1012	3660;14036
P97-1013	8812
P97-1014	5684;12684
P97-1015	13790
P97-1016	8076;14075;12042;13417
P97-1017	7440;5440
P97-1018	3400;7941
P97-1019	4953
P97-1020	4182;10190
P97-1021	11977;11444;11829
P97-1022	3969;4475;11490;13982
P97-1023	5892;9095
P97-1024	4900
P97-1025	6328
P97-1026	12655;4176
P97-1027	6225
P97-1028	2953
P97-1029	10096;13419
P97-1030	5848;8952
P97-1031	2858;3466
P97-1032	11697;13807
P97-1033	5955;3437
P97-1034	2785;14040
P97-1035	13856;8399;6939;4405
P97-1036	6800;3140;9082;10265;10731;12388
P97-1037	13203;13785;9837;14981
P97-1038	1599;2351
P97-1039	9156
P97-1040	4384
P97-1041	10332
P97-1042	7354
P97-1043	9823;13829
P97-1044	6024
P97-1045	10149;8952
P97-1046	3874;14382;14365
P97-1047	13953;13833
P97-1048	8656;9458;7839
P97-1049	11318;13160
P97-1050	4185
P97-1051	6144;7136
P97-1052	2443;3673
P97-1053	9888;10704;11536
P97-1054	13653
P97-1055	3246
P97-1056	14767;3748
P97-1057	11804;5999
P97-1058	5509
P97-1059	7157
P97-1060	9465;3489
P97-1061	12192;12766;9623
P97-1062	6027;9441
P97-1063	9156
P97-1064	2021
P97-1065	4897
P97-1066	5783
P97-1067	4343
P97-1068	12879
P97-1069	7515
P97-1070	4218
P97-1071	3165
P97-1072	13738;13108
P97-1073	14266
P98-1001	171;6297
P98-1002	3083
P98-1003	11206;5361;11743;13807
P98-1004	13354;4431;9193
P98-1005	15560;15190
P98-1006	3874;7230;4196
P98-1007	4223;11468
P98-1008	4256;14047
P98-1009	4936;10176;5413
P98-1010	5229;3752;7681
P98-1011	6212;6386;5058
P98-1012	6593;6929
P98-1013	6717;4717;8526
P98-1014	7496;13872
P98-1015	7506;984
P98-1016	7740
P98-1017	8576;4738;7242;10793
P98-1018	2341
P98-1019	10806
P98-1020	10847;4719;7037
P98-1021	11444
P98-1022	11444;6991
P98-1023	11936;7796;12217
P98-1024	12351;11548;15002;4178
P98-1025	12967
P98-1026	13831
P98-1027	2527
P98-1028	13600;4796;5999;8760
P98-1029	13600;14328
P98-1030	14175
P98-1031	14760;10332;6120
P98-1032	14933;7733;14260;8532;3329;12995;5829
P98-1033	2539
P98-1034	241;10679
P98-1035	2021;6707
P98-1036	2185;6322;4095;3182
P98-1037	2226;1599
P98-1038	2311;13367;2530
P98-1039	2688;6861;3122;2782;2989;2416;2676
P98-1040	2785;427
P98-1041	3225;6107;7745
P98-1042	3225;10205;6107
P98-1043	3623
P98-1044	3660;6467;11410
P98-1045	3694;8587;13682
P98-1046	3806;7353;3472;11458
P98-1047	3959;11626
P98-1048	3964;8151;8982
P98-1049	3964;8151;8982
P98-1050	4088;2618;6467;173;3002;3550
P98-1051	4102;1034;12006
P98-1052	2362;6830;9446;13162
P98-1053	4124
P98-1054	4124
P98-1055	4142;2778;14448
P98-1056	4178;4890;2443;4439
P98-1057	4313
P98-1058	4355;9888;11536;14404
P98-1059	4425;4529
P98-1060	4439;4178
P98-1061	4525;3560
P98-1062	4541;3295;5512;13515;9851
P98-1063	4541;3295;5512;13515;9851
P98-1064	4678;10338;9467
P98-1065	4693;5461;8915
P98-1066	4777
P98-1067	4921
P98-1068	4958;12896
P98-1069	3362;1219
P98-1070	5029;14459;14476
P98-1071	5050
P98-1072	2670;12351
P98-1073	5136;2;6765
P98-1074	5172
P98-1075	5177;13833
P98-1076	5589
P98-1077	5609;7878
P98-1078	3266;12077
P98-1079	5684;11897
P98-1080	2706;2735
P98-1081	3607;14767;3748
P98-1082	5742;9759;5519
P98-1083	5847;12217;10217
P98-1084	5849;168
P98-1085	5971
P98-1086	5972;7768;9186;11928
P98-1087	5996;7891
P98-1088	6024
P98-1089	6077
P98-1090	6131;10759
P98-1091	6432
P98-1092	6452
P98-1093	6485;10170;9580
P98-1094	6509;13715
P98-1095	6573;7069
P98-1096	2753;3137
P98-1097	6644
P98-1098	15361;5382;6297
P98-1099	6760;9095
P98-1100	6769;4535
P98-1101	6785
P98-1102	6800
P98-1103	6803;12968;14618
P98-1104	6878
P98-1105	6878
P98-1106	6882;9736;11054
P98-1107	6902;12782;6473
P98-1108	7037;7104;7340;4719;10847
P98-1109	7044;15339;3856
P98-1110	7228
P98-1111	7249;8069;8016;8034
P98-1112	7406;6947
P98-1113	12988;944
P98-1114	7603;14577;14653;12244
P98-1115	7663;6024;5058;14181
P98-1116	1765;7440
P98-1117	7909;12294;13720
P98-1118	7974;11054
P98-1119	8062;2676
P98-1120	8128
P98-1121	8131
P98-1122	8179
P98-2123	8201;11086;14116
P98-2124	8216;3702
P98-2125	8223;8034;8016
P98-2126	8234;3758;10011;8381;2125
P98-2127	8335
P98-2128	8374;4372
P98-2129	8399;10343;13856
P98-2130	8497;8144
P98-2131	391;8493;4267;9271;11156;5817
P98-2132	8704;14641
P98-2134	2892;8564;705
P98-2135	9007
P98-2136	9082;3140;10265
P98-2137	9087
P98-2138	9148;7221;2704;10040
P98-2139	9227;14553;5511;8641;9469
P98-2140	9257
P98-2141	9289;6473;5029
P98-2142	9295;14212
P98-2143	9335
P98-2144	9342;13283;13379
P98-2145	9368;2739;10172
P98-2146	9376
P98-2147	9388;3475
P98-2148	9479;9622
P98-2149	9531;11401
P98-2150	9583;9622
P98-2151	9621;5866
P98-2152	9628
P98-2153	9650;9481;10202;10162
P98-2154	9676;12178
P98-2155	9695
P98-2156	9767
P98-2157	9767;11760;11804
P98-2158	2957;13785;9837;13203
P98-2159	9917;13283;13379
P98-2160	9925;11091
P98-2161	10011;3758;8234;2496
P98-2162	10079;14044
P98-2163	10148;8952
P98-2164	3466;2858
P98-2165	10343;9095
P98-2166	2414;3146
P98-2167	2416;6968;6407;2676
P98-2168	10482;10997
P98-2169	10538
P98-2170	10564;13551
P98-2171	10714;9907;8941;13326
P98-2172	10827;11333;11578
P98-2173	10868;11983
P98-2174	10872;14135;2746;3462
P98-2175	3017
P98-2176	11013
P98-2177	11102
P98-2178	11139;7437
P98-2179	11153;8499
P98-2180	11261;4149;13625
P98-2181	11286;3049;11206
P98-2182	11331;1836
P98-2183	11385
P98-2184	11399;6869
P98-2185	3508;8170
P98-2186	11476;14778
P98-2187	11636
P98-2188	843;168;13747
P98-2189	11720
P98-2190	11760
P98-2191	11785;9672
P98-2192	11804;11940
P98-2193	11863
P98-2194	11871
P98-2195	11890;5515;10634;11948;11272;13131;3944;13353
P98-2196	11899;9051
P98-2197	12032;11747;9124
P98-2198	12044
P98-2199	12120
P98-2200	12441
P98-2201	12469;8472;9399
P98-2202	12581;13492
P98-2203	12591;6987
P98-2204	12685
P98-2205	12690;13905;14233
P98-2206	12802;3114;2433
P98-2207	12846;4997;12021
P98-2208	13419;10096
P98-2209	12980;5866;9977
P98-2210	13012;10691;6695
P98-2211	13016;11871
P98-2212	13422
P98-2213	13500;12915
P98-2214	13540;9357;8952
P98-2215	13736
P98-2216	13736;8320;9925
P98-2217	3892;648
P98-2218	13840
P98-2219	13856
P98-2220	13879;13723
P98-2221	13953;13833
P98-2222	13999
P98-2223	14000;12915
P98-2224	14009;9622
P98-2225	14009;10157;3264;9622
P98-2226	14063
P98-2227	14169
P98-2228	14181;12621
P98-2229	14296
P98-2230	14318;14273
P98-2231	14320;3591;5026
P98-2232	14462;2790;6530;7578;9945
P98-2233	14476;12782
P98-2234	13749;14592
P98-2235	14650;10174;14464;15449
P98-2236	14770
P98-2237	14770;13833
P98-2238	14844
P98-2239	2319;2850
P98-2240	9046
P98-2241	15163;2431
P98-2242	2407
P98-2243	4693
P98-2244	5973
P98-2245	7824
P98-2246	8185
P98-2247	9036;7560
P98-2248	9073
P98-2249	12384
P98-2250	12641
P98-2251	13125
P99-1001	5948
P99-1002	5028
P99-1003	9268
P99-1004	8048
P99-1005	8048;3475
P99-1006	14035;7447;12654;6839
P99-1007	5127
P99-1008	9541;1836
P99-1009	13600;9856
P99-1010	6432
P99-1011	4218
P99-1012	11940
P99-1013	14226
P99-1014	11427;11285;10897;499;8784
P99-1015	12272
P99-1016	150
P99-1017	8019
P99-1018	12120;5892
P99-1019	9816;4402
P99-1020	9249;3442
P99-1021	9256
P99-1022	4796;14563
P99-1023	13125;5820
P99-1024	2429;4208;5183;13212;9448
P99-1025	4405;5412
P99-1026	9676;9360;6110;4137;7089
P99-1027	9035
P99-1028	2185;10166;8359
P99-1029	6668;2935;10411
P99-1030	2693;2643;11987
P99-1031	3298;1037;4351
P99-1032	3564;14131;10053
P99-1033	10096
P99-1034	3017;7369
P99-1035	8784;499;10897;11285;11427
P99-1036	9626
P99-1037	3615;3748
P99-1038	14197;8746
P99-1039	12586
P99-1040	8399;13856;7128
P99-1041	8337
P99-1042	6120;8311;13341;14760
P99-1043	3362;14385;2437
P99-1044	6644
P99-1045	3529;4149
P99-1046	11234
P99-1047	8810
P99-1048	8361;11295
P99-1049	12968;14618
P99-1050	9494
P99-1051	7921
P99-1052	7048;7213;7646;11548;14296
P99-1053	3448;11934
P99-1054	11331;6785
P99-1055	14509
P99-1056	7898;3344
P99-1057	9841;8318;7539
P99-1058	6201;7415
P99-1059	4384;11804
P99-1060	6024
P99-1061	7213;7646;3322;8733
P99-1062	7787;11663
P99-1063	6551;6981
P99-1064	936
P99-1065	3240;2706;11068;13203
P99-1066	10907;1836
P99-1067	11086
P99-1068	11221
P99-1069	6785;5213;76;2467;11285
P99-1070	3282;9026;3475
P99-1071	7880;9095;4402
P99-1072	8769;5160;11162
P99-1073	13152
P99-1074	6886
P99-1075	9356
P99-1076	7346
P99-1077	7087
P99-1078	11624
P99-1079	13102
P99-1080	3445
P99-1081	5366
P99-1082	2666
P99-1083	10313
T75-1002	4538
T75-1003	4704
T75-1004	7110
T75-1005	8094
T75-2001	5965
T75-2002	8815
T75-2003	11279
T75-2004	12301
T75-2005	13875
T75-2006	6637
T75-2007	9267
T75-2008	11841
T75-2009	14180
T75-2010	1837
T75-2011	3235
T75-2012	10234
T75-2013	8540
T75-2014	14113
T75-2015	3039
T75-2016	5370
T75-2017	6839;11457
T75-2018	7420
T75-2019	1273
T75-2020	4635
T75-2021	6053
T75-2022	9310
T75-2023	11841
T75-2024	3039
T75-2025	8778
T75-2026	14180
T75-2027	14291
T75-2028	4538
T75-2029	1273
T75-2030	7574
T75-2031	10336
T75-2032	10969
T75-2033	12363
T75-2034	2956
T75-2035	11198
T75-2036	11273
T75-2037	11886
T78-1001	5221
T78-1002	11841
T78-1003	12944
T78-1004	14220
T78-1005	14291
T78-1006	14034
T78-1007	4404
T78-1008	2956;8866
T78-1009	9067
T78-1010	10234
T78-1011	10437
T78-1012	12268
T78-1013	5529
T78-1014	5508
T78-1015	9472
T78-1016	10191
T78-1017	10571;3438
T78-1018	11516
T78-1019	211
T78-1020	13875
T78-1021	6701;6839
T78-1022	6637
T78-1023	9237
T78-1024	10969
T78-1025	14179
T78-1026	6839
T78-1027	1838
T78-1028	3235
T78-1029	6995
T78-1030	11198
T78-1031	12105
T78-1032	12516;4501;13795
T78-1033	5508
T78-1034	8815
T78-1035	13997
T87-1004	11618
T87-1005	4237
T87-1006	6144
T87-1007	7131
T87-1008	3477
T87-1009	5186
T87-1010	10947
T87-1011	6839
T87-1012	7111
T87-1013	13874
T87-1014	3613
T87-1015	1836
T87-1016	9041
T87-1017	8093
T87-1018	5528
T87-1019	3384
T87-1020	10570
T87-1021	14172
T87-1022	5555
T87-1023	11841;7051
T87-1024	12448
T87-1025	10693
T87-1026	14176
T87-1027	10037
T87-1028	6588
T87-1029	12506
T87-1030	12707
T87-1031	5006
T87-1032	3755
T87-1033	14036
T87-1034	7661
T87-1035	5394
T87-1036	5222;4556;12343
T87-1037	10234;4557
T87-1038	10743
T87-1039	7861
T87-1040	10037
T87-1041	6839
T87-1042	5006
T87-1043	7656
T87-1044	9069
T87-1045	8778
T87-1046	8797
W00-0101	4776
W00-0102	12196;12562
W00-0103	14472
W00-0104	13253
W00-0105	13682;13683
W00-0106	6594
W00-0107	10792;10331
W00-0108	4918
W00-0109	9062
W00-0110	6981;8605;6551
W00-0201	4598
W00-0202	7351;3469
W00-0203	8170;5162;7970;10646;13864;14006
W00-0204	8898;8627;3828;9431;3905
W00-0205	10189;13306;13583;3557;4147
W00-0206	10550;4678
W00-0207	13306;5649
W00-0301	12267;11573;11251
W00-0302	7939;8470;3388;4455;4483
W00-0303	12042;10783
W00-0304	8399;12321;7128;13856
W00-0305	6126
W00-0306	10118;11527
W00-0307	3436;15160;3571;4318;4662;5065;2428
W00-0308	5178
W00-0309	14416;11527
W00-0310	9694;2785
W00-0311	11124;6154;6662
W00-0312	3366;13212;5183;4203
W00-0401	11624;7916
W00-0402	1463;7855;5107;2433
W00-0403	11014;6760;12722
W00-0404	4997;12846
W00-0405	15517;9345;208;6980
W00-0406	10176;14207;13505;13050;3257;7627
W00-0407	10150;13473
W00-0408	4162;4240;8933
W00-0409	4446;11619;15125;9779
W00-0410	8769;3291;13590
W00-0501	13799;13583
W00-0502	14119;4211;12941
W00-0503	11156
W00-0504	9177;7204;8181;10064;13898
W00-0505	14122;241;5749;7294;7974;3472;11054;14632
W00-0506	13421;10836;9080;9874;13271
W00-0507	7910;4846;7916
W00-0508	7230;11247
W00-0601	1836;3924;3916;5144;7571;9513;10355;10971;12804;14358;14550;14774;14975
W00-0602	10332
W00-0603	11295;13130
