Hathaway, Chris 2.5477665323536e-05
Munteanu, Cosmin 2.52451239697352e-05
Lee, Lin-Shan 4.31522543993595e-05
Sherif, Tarek 5.60336709562038e-05
Kashima, Hisashi 1.98712782087118e-05
Kirchmann, Heinz 2.91123665023855e-05
Ceylan, Hakan 1.98712782087118e-05
Engel, Donald 5.66164388174499e-05
Yoshie, Makoto 2.41986202435351e-05
Ivanova, Steliana 1.98712782087118e-05
Mirkovic, Danilo 2.35241554326212e-05
Mochihashi, Daichi 2.56339549852152e-05
O'Leary, Dianne P. 3.18566863955256e-05
Wang, Weiguo 3.56550585312925e-05
De Moor, G. 1.98712782087118e-05
Kharrat, Alma 2.25345557591049e-05
Umeda, Masamitsu 1.98712782087118e-05
Oim, Haldur 3.13479893733542e-05
Kunz, Daniela S. 1.98712782087118e-05
Gao, Weijun 4.56491704606613e-05
Konagaya, Akihiko 5.63951880698673e-05
Chaitanya, Vineet 1.98712782087118e-05
Goh, Hai-Kiat 2.11553688205681e-05
McCord, Michael C. 0.000753796520239477
Ogata, Norihiro 8.39435254759585e-05
Liakata, Maria 4.47238629070546e-05
Bastin, V. 2.29037736801104e-05
Teufel, Simone 0.000798890289615987
Datskovsky Moerdler, Galina 1.98712782087118e-05
Dimitrov, Stanko 1.98712782087118e-05
Yang, Jaehyung 1.98712782087118e-05
Yong, Wai Keong 1.98712782087118e-05
Qu, Wei-guang 1.98712782087118e-05
Nordstrom, Magnus 1.98712782087118e-05
Hong, Jia-Fei 1.98712782087118e-05
Blake, Catherine 1.98712782087118e-05
Costa-Jussa, Marta Ruiz 9.3834991783837e-05
Liu, Haibin 1.98712782087118e-05
Van Ess-Dykema, Carol J. 0.000329530800506988
Gotz, Thilo 6.29661889722767e-05
Kendall, Elizabeth 1.98712782087118e-05
Melinger, Alissa 2.62230328025262e-05
Stewart, D. W. 1.98712782087118e-05
Safier, Scott 0.000120518248035049
Bai, Jing 1.98712782087118e-05
Knott, Alistair 0.000266048458709758
Akerberg, Ola 1.98712782087118e-05
Kasper, Walter 0.000109160761629018
Martin, Rachel 0.000218669552101787
Ba≈Ñski, Piotr 1.98712782087118e-05
Zhou, Junsheng 1.98712782087118e-05
Stock, Oliviero 0.000217211739545338
Gleim, R¸diger 1.98712782087118e-05
Ukai, Naoya 4.02023892377756e-05
Forst, Martin 2.48771439101554e-05
Meza, Rodrigo 1.98712782087118e-05
Koomen, Peter 0.000102377841892974
Soliast, Teresa 2.25634642017858e-05
Blitzer, John 0.000151693367158872
Li, Sun M. 1.98712782087118e-05
Creutz, Mathias 0.000179686710773431
Zhao, Leon J. 1.98712782087118e-05
Steiner, Erich H. 3.26005014631257e-05
Ikuta, Toshikazu 1.98712782087118e-05
Clough, Paul D. 3.71714579109759e-05
Sun, Le 3.84446753011649e-05
Neely, Howard 2.36988786491404e-05
Chalatip, Thumkanon 1.98712782087118e-05
Tjahjadi, Timotius 1.98712782087118e-05
Purver, Matthew 7.8874879236194e-05
Yamazaki, Takefumi 7.68371283680104e-05
Bernstein, Jared 0.000172211876951408
Licheng, Zeng 1.98712782087118e-05
Buyko, Ekaterina 3.12765547241233e-05
Fox, Heidi J. 0.000956295813770408
Sarma, Arup 1.98712782087118e-05
Hong, SungLim 5.43527906536394e-05
Masuno, Naruaki 1.98712782087118e-05
Trilsbeek, Paul 1.98712782087118e-05
Rathod, Nishit 2.74220671827113e-05
GÛmez-PÈrez, AsunciÛn 1.98712782087118e-05
Lord, Carol 3.27656650684189e-05
Oviatt, Sharon L. 0.000168825379891035
De Lacalle, Oier Lopez 8.28722426077885e-05
Haenelt, Karin 2.99287193689589e-05
Tang, Min 0.000125731551100801
Goldwasser, Dan 2.36122972363645e-05
Tamoto, M. 2.09341721176378e-05
McKenna, Mary 0.000221903798219089
Aizono, Toshiko 6.29575298556076e-05
Carroll, Joh A. 1.98712782087118e-05
Deng, Xinyu 1.98712782087118e-05
LlitjÛs, Ariadna Font 1.98712782087118e-05
Zavaliagkos, George 0.000185376482333544
Jia-Jun, Chen 2.19176111510858e-05
Gliozzo, Alfio Massimiliano 0.000145080854061009
Garigliano, Roberto 6.59287494261571e-05
Ellison, Noel 1.98712782087118e-05
Chew, Peter A. 2.17189841325725e-05
Xiao, Jianguo 2.67246892856112e-05
Rous, Joep 1.98712782087118e-05
McKay, Donald P. 0.000214688979216819
Austerweil, Joseph 3.83105944095654e-05
Davis, Randall 2.33154185932026e-05
Cowan, Rosa 1.98712782087118e-05
Herzog, Gerd 2.91123665023855e-05
Kese, Ralf 1.98712782087118e-05
Pinchak, Christopher 2.22043231887941e-05
Rudnicky, Alexander I. 0.000465412932681476
Lin, Chuan-Jie 5.52936094559151e-05
De Saeger, Stijn 1.98712782087118e-05
Yao, Tianfang 2.6097438020385e-05
Wong, Hongsing 0.00019863520493881
Hwang, Mei-Yuh 0.000419841726470632
Simonin, Nathalie 7.05950652565821e-05
Avramidis, Eleftherios 3.03782424359092e-05
Infante-Lopez, Gabriel 1.98712782087118e-05
Escudero, Gerard 7.36919653929296e-05
Kimball, Owen 0.000225866404974501
Wahlster, Wolfgang 0.000170709290404332
Guo, Yinkun 1.98712782087118e-05
Morse, Emile 1.98712782087118e-05
Abb, Bernd 1.98712782087118e-05
Obermeier, Klaus K. 1.98712782087118e-05
Damerau, Fred J. 0.000339697746367425
Evans, Bruce 2.07160722649376e-05
Kordoni, Valia 4.19196484131376e-05
Bailey, Stacey 1.98712782087118e-05
Mowatt, David 2.16630178870931e-05
Scott, A. Carlisle 1.98904791273072e-05
Ito, Yoshiko 0.000113634194247289
Divis, Jiri 1.98712782087118e-05
Gojenola, Koldo 9.7999900127715e-05
Barbu, Catalina 6.40353274090914e-05
Prins, Robbert 1.98712782087118e-05
Nayan, Animesh 1.98712782087118e-05
Rehfuss, Steve 7.6094503164098e-05
Yang, Hui 2.18719631430303e-05
Callmeier, Uli 2.80810726154969e-05
Rambow, Owen 0.0012486283527952
Bayer, Samuel 7.17144751912913e-05
Tanaka, Kumiko 0.000213191731319064
Varadi, Tamas 2.28145723524234e-05
Recasens, Marta 1.98712782087118e-05
Vitale, Anthony J. 0.000105453928080909
Keim, Greg A. 1.98712782087118e-05
Buchholz, Sabine 0.000624740486130113
Kulesza, Alex 3.92683519951873e-05
Bergsma, Shane 4.75267226309761e-05
Luk, Robert Wing Pong 1.98712782087118e-05
Keenan, Thomas A. 3.8727676750058e-05
Scott, Sam 2.70299997446013e-05
Kugler, Marianne 1.98712782087118e-05
Liu, Qun 0.000389598304215651
Volk, Martin 2.79147326300287e-05
Gamallo, Pablo 2.44871712876089e-05
Dai, Shuaixiang 5.33960820762022e-05
Corpas, Gloria 1.98712782087118e-05
Denoyer, Ludovic 2.43250921768886e-05
Kow, Eric 2.39889640928671e-05
Granell, Ramon 2.196657845043e-05
Arregi, Xabier 4.89843547290075e-05
Bryant, John 3.52533205990664e-05
Blin, Laurent 1.98712782087118e-05
Vandegrift, Jeffrey 0.000227312854867242
Cowan, Brooke 0.000331638142806245
Hasida, Koiti 0.000293117649235763
Heinecke, Johannes 8.05379337460228e-05
Liu, Hongfang 1.98712782087118e-05
Mohit, Behrang 9.37510396655823e-05
Tschichold, Cornelia 2.42284169033702e-05
Guo, Tao 1.98712782087118e-05
Ma, Xiaoyi 4.12407556554146e-05
Saravanan, M. 1.98712782087118e-05
Simon, Eszter 1.98712782087118e-05
Eidelman, Vladimir 1.98712782087118e-05
Libbus, Bisharah 2.74529265265529e-05
Preub, Susanne 2.55189799595631e-05
Blaser, Brigitte 1.98712782087118e-05
Gan, Kok Wee 5.24575519271118e-05
Murphy, Kevin 2.37742230974516e-05
Salay, Nancy 1.98712782087118e-05
Sta, Jean-David 1.98712782087118e-05
Veyrunes, J. 0.000105548536623739
Rehm, Georg 1.98712782087118e-05
Bas, Johan 1.98712782087118e-05
Vallin, Alessandro 1.98712782087118e-05
Lee, Jung-Tae 1.98712782087118e-05
Xue, Nianwen 0.000642934996513735
Teh, Yee Whye 3.65793224796806e-05
L'Homme, Marie-Claude 1.98712782087118e-05
Zhang, Yujie 4.83222854779031e-05
Cho, Chun-Hung 1.98712782087118e-05
Martin, Sean 1.98712782087118e-05
Shalyapina, Zoya M. 0.000122114446859745
Bosma, Wauter 2.28413406456705e-05
Liscombe, Jackson 1.98712782087118e-05
Weld, Daniel 1.98712782087118e-05
Poznanski, Victor 8.97010217573803e-05
Webster, Jonathan J. 3.57583272515851e-05
Van Hage, Willem Robert 1.98712782087118e-05
Miller, George A. 0.000695186394452416
Stymne, Sara 3.18771838419958e-05
Martinez, Jose L. 2.08800492045601e-05
Chanev, Atanas 4.33670055517525e-05
Wang, Rui 1.98712782087118e-05
Kido, Fuyuko 4.44854693753382e-05
Copperman, Max 1.98712782087118e-05
Altmeyer, Randolf 1.98712782087118e-05
Vilar, David 9.73016666619663e-05
Neumann, G¸nter 1.98712782087118e-05
Hoffman, Beryl 8.0899555347064e-05
Pfeffer, Avi 1.98712782087118e-05
Kanovich, Max I. 0.000122114446859745
Baker, Kenneth 2.10001659650858e-05
Higuchi, Tetsuya 1.98712782087118e-05
Ortiz-MartÌnez, Daniel 1.98712782087118e-05
Hand-Bender, Tess 2.35241554326212e-05
Sakai, Yasuyuki 3.342335443303e-05
Gilder, Ari 1.98712782087118e-05
Qu, Yan 6.96140373409226e-05
Torrens, Edson Wilson 1.98712782087118e-05
Gutwin, Carl 3.03834129997935e-05
Rehbein, Ines 3.81852041079507e-05
Baptista, Jorge 5.67607981861025e-05
Mehay, Dennis 2.10341503767663e-05
Zhang, Yuejie 1.98712782087118e-05
Kakegawa, Jun-ichi 1.98712782087118e-05
Fordyce, Cameron 6.99941198113097e-05
Gibbon, Dafydd 8.60733456197811e-05
Ko, Youngjoong 4.3495034334909e-05
Wilkerson, John 1.98712782087118e-05
Lita, Lucian Vlad 0.000174573584413081
Glickman, Oren 8.98351249434668e-05
Rosenzweig, Joseph 0.000193970954619063
Guida, Giovanni 0.000152545727064284
Vergyri, Dimitra 0.000104604962120932
Ceau≈üu, Alexandru 1.98712782087118e-05
Ogino, Takano 5.21295511695191e-05
Weiner, E. Judith 4.99368541455446e-05
Shank, Roger C. 2.82524791755844e-05
Verdu-Mas, Jose Luis 2.12402747239222e-05
Stickel, Mark 0.000576410526240333
Bolioli, Andrea 2.35755085886639e-05
Nordner, Anders 1.98712782087118e-05
Brietzmann, Astrid 5.43541059803985e-05
Xiao, Juan 2.14539467540235e-05
Jones, Douglas A. 0.000133742039248244
Alvarez, Alison 4.96434320664069e-05
Multari, Annarosa 3.96957198765823e-05
Shibata, Tomohide 1.98712782087118e-05
Young, Mark A. 3.81827779046019e-05
Postal, Paul M. 0.000131272855642546
Neuvel, Sylvain 3.4104753221024e-05
Connolly, Dennis 0.000396179328539945
Chan, Syin 4.68256073667676e-05
Piitulainen, Jussi 4.59417116585049e-05
Becker, Markus 0.000229734447706522
Sparck Jones, Karen 0.000144391966884095
Szekely, Rachel 0.000154740974016512
Smaili, N. 1.98712782087118e-05
Nelson, Peter C. 1.98712782087118e-05
Bree, D. S. 0.000159561884198358
Khajour, Abdelaziz 1.98712782087118e-05
Nomiyama, Hiroshi 2.8934180189379e-05
Shinchu, Tsuyoshi 2.29489729430411e-05
Tambouratzis, George 2.26209885555483e-05
Farahat, Ayman 6.45298818123563e-05
Beigman Klebanov, Beata 2.68830905876463e-05
Snider, Neal 2.33905916095151e-05
Berber Sardinha, Tony 2.56423127260582e-05
Van Peek, Peter 1.98712782087118e-05
Koehler, Florian 1.98712782087118e-05
Shafran, Izhak 4.87870175539153e-05
Sugimoto, Shigeo 1.98712782087118e-05
Sandbank, Ben 1.98712782087118e-05
Wang, Jong-Nae 6.78369843224954e-05
Lioma, Christina 2.26085242088891e-05
Haas, Andrew R. 0.000252418451941331
Pitsch, Gisela 1.98712782087118e-05
De Montcheuil, Gregoire Moreau 1.98712782087118e-05
Osborne, Randy 0.000101001614245695
Langley, Chad 0.000101777457074972
Sharples, Nigel 4.46731943884686e-05
Willems, Yves 2.67940218297552e-05
Humphreys, Kevin 0.000355436267285977
Chung, K. F. L. 1.98712782087118e-05
Schapire, Robert E. 0.000224388452471695
Lin, Yi-Chung 0.000170235230949167
Moreno-Sandoval, Antonio 6.35095855000414e-05
Maes, Fons 5.20081245532384e-05
Daudaravicius, Vidas 1.98712782087118e-05
Mukerjee, Amitabha 1.98712782087118e-05
Loatman, Bruce 1.98712782087118e-05
Kim, Kilyoun 1.98712782087118e-05
Schless, Volker 2.45583321825236e-05
Hashim, Raza 1.98712782087118e-05
Hernandez, Gregorio 1.98712782087118e-05
Caselli, Tommaso 1.98712782087118e-05
Beeferman, Doug 0.00029519513671045
Hu, Dong-Cheng 1.98712782087118e-05
Tzoukermann, Evelyne 0.00127144323005149
Zhang, Hailei 3.26102553028158e-05
Mao, Xinnian 4.22843408519758e-05
Madnani, Nitin 3.63294221061754e-05
Beale, Andrew David 0.00183487573774431
Yi, Byoung-Kee 3.18851101753614e-05
Lincoln, Nashira 1.98712782087118e-05
Zancanaro, Massimo 5.01271499746396e-05
Palme, Jacob 1.98712782087118e-05
Gurrutxaga, Antton 1.98712782087118e-05
Poller, Peter 0.000107074351832433
Srivastava, Ramesh 4.20892290632895e-05
Chuang, Thomas C. 1.98712782087118e-05
Mudraya, Olga 3.98373660411143e-05
Ma, Jinshan 2.39484058726624e-05
Chua, Tat-Seng 6.90240930727447e-05
Wilson, William H. 2.48335993304414e-05
Thompson, Sandra A. 1.98712782087118e-05
Gupta, Vineet 8.90466417215161e-05
Paris, CÈcile 3.85260818809553e-05
Lu, Chi 0.000142995502065409
Rieger, Burghard B. 7.27971016468913e-05
Marek, Torsten 2.42813489496481e-05
Ji, Gang 3.90098433271456e-05
Schulz, Henrik 2.30238638835469e-05
Smith, Eric 1.98712782087118e-05
Waltz, David L. 5.16561901521702e-05
Kano, Yoshinobu 1.98712782087118e-05
Rodriguez, Horacio 0.000120502228278656
Pasca, Marius A. 0.000491467134439946
Merialdo, Bernard 0.0013141006174753
Hammo, Bassam 1.98712782087118e-05
Rayson, Paul 9.25746337637714e-05
Dungan, Jennifer 1.98712782087118e-05
Pletat, Udo 4.32561327621024e-05
Cafarella, Michael J. 7.21649235160253e-05
Debili, Fathi 3.74519843496547e-05
Bozsahin, H. Cem 4.54714518776394e-05
Perera, Nadine 1.98712782087118e-05
Dey, Pradip 2.81331304536442e-05
Kelleher, John D. 2.24086605341499e-05
Gargouri, Bilel 1.98712782087118e-05
Nishiokayama, Shigeyuki 2.30944276327956e-05
Waldron, Benjamin 2.75024167685094e-05
Sadler, Victor 0.000100132321615229
Baker, Kathryn L. 1.98712782087118e-05
Karkaletsis, Vangelis 2.2872778587644e-05
Kotani, Katsunori 1.98712782087118e-05
Ritz, Julia 1.98712782087118e-05
Freedman, Marjorie 1.98712782087118e-05
Mont, Alex 2.25180159360918e-05
Maxwell, Michael 3.01636222770036e-05
Malaka, Rainer 8.11584966176232e-05
Andersson, Mikael 4.24072155362882e-05
Morton, Thomas S. 0.000140403126520221
Aidinejad, Homa 0.000138170485280129
Balkan, Lorna 9.95193175115059e-05
Itou, Katunobu 2.10974042831214e-05
Lewis, David D. 0.000350452887434895
Panaget, Franck 6.42148434507489e-05
Uchimoto, Kiyotaka 0.000286130432908159
Brandow, Ronald 2.94497935994234e-05
Park, Junsik 2.27389630013098e-05
Haugeneder, Hans 2.42241135428834e-05
Lyons, Daniel 2.2407583755428e-05
Aramaki, Eiji 6.94105614718168e-05
Ferrer i Cancho, Ramon 3.24761351148698e-05
Tanner, Troy 1.98712782087118e-05
Boye, Johan 3.24014009805356e-05
Gao, Wei 2.12941049648398e-05
Fukumoto, Jun'ichi 8.02625319502715e-05
Wang, Ruichao 2.4592755294929e-05
Vaikonen, K. 0.000128307415120258
Scheffer, Tobias 1.98712782087118e-05
Nie, Jian-Yun 2.74210045571712e-05
Decker, Nan 5.33960820762022e-05
Song, Rou 2.2434720965899e-05
Yusoff, Zaharin 9.20340309865861e-05
Early, Susana 3.57775444428808e-05
Veress, Fruzsina 2.59504611454137e-05
MartÌnez, Paloma 1.98712782087118e-05
Bachut, Daniel 8.01300022077766e-05
Khan, Muhammad Aamir 1.98712782087118e-05
Wu, Yiu Kei 1.98712782087118e-05
Kol√°≈ô, J√°chym 1.98712782087118e-05
Zhang, Zhushuo 1.98712782087118e-05
Mikami, Yoshiki 1.98712782087118e-05
Fouet, Jean-Baptiste 1.98712782087118e-05
Smith, Melvin R. 0.000118519022621959
Perez, Guillermo 1.98712782087118e-05
Guillemin-Lanne, Sylvie 2.14655065612844e-05
Ohshima, Yoshiaki 0.000135910127743091
Kirtman, Smart E. 1.98712782087118e-05
Hasegawa-Johnson, Mark 2.24835631844282e-05
Van Genabith, Josef 0.000167958669633735
Munteanu, Dragos Stefan 0.000163985749406483
Hildebrand, Almut Silja 0.000105969151748387
Mardis, Scott 2.08025227605865e-05
Pereira Lopes, Jose Gabriel 8.8903044072923e-05
Marineau, Johanna 1.98712782087118e-05
Buranova, Eva 2.98391137065279e-05
Pasero, Robert 4.24828319306475e-05
Olawsky, Duane E. 1.98712782087118e-05
Sea, Jungyun 2.53926712726945e-05
Hill, Simon 1.98712782087118e-05
Ecker, Doris 3.47765451772266e-05
Durgar El-Kahlout, Ilknur 5.12438070575448e-05
Wacholder, Nina 0.000287781225168139
Kazama, Jun'ichi 0.000170770718805356
Chow, Edmond 2.76479926511611e-05
Pennington, Christopher A. 2.69032570010298e-05
Korthals, Christian 1.98712782087118e-05
Diderichsen, Philip 2.02707750809001e-05
Yaghi, Jim 1.98712782087118e-05
Greental, Iddo 1.98712782087118e-05
Hori, Takaaki 2.33376656426861e-05
Vargas-Vera, Maria 1.98712782087118e-05
Niederlich, Hendrik 2.99697645623717e-05
Sedelow Jr., Walter A. 3.76569496536326e-05
Park, Jinwoo 1.98712782087118e-05
Boella, Guido 1.98712782087118e-05
Glover Stalls, Bonnie 0.000227815205147016
Desipri, E. 2.02611015094966e-05
Van Der Plas, Lonneke 4.13550173978914e-05
Starr, Kathy 0.000104142610637698
Evans, Richard 3.02764119307994e-05
Jung, Han-Min 1.98712782087118e-05
Ide, Nancy M. 0.00161278697474097
Takeda, Koichi 0.00012065809899245
Emonts, Michael 2.67811209114319e-05
Zhou, Yiping 1.98712782087118e-05
Zhang, Guohua 1.98712782087118e-05
Wang, Bin 9.20414249329527e-05
Jiang, Feng 3.24430796590207e-05
Urizar, Ruben 6.64980649007354e-05
Wu, Lide 5.57770304363679e-05
Fiscus, Jonathan G. 0.000545684313259614
Kim, Kyungduk 4.23163778517764e-05
Stern, Richard M. 0.00021394245507408
Garera, Nikesh 2.26935597539929e-05
Doan, Son 3.79695843070408e-05
Yamamoto, Hirofumi 5.0577312778621e-05
Garnier, Sandrine 1.98712782087118e-05
McLernon, Brian 2.37532668104145e-05
Laroui, Abdellatif 2.11243562111568e-05
Kashani, Mehdi M. 1.98712782087118e-05
Peters, Stanley 0.000193741527139265
Park, So-Young 3.82302887991481e-05
Hughes, Thad 2.83265691553554e-05
Farina, Cynthia 1.98712782087118e-05
Pazzani, Michael J. 5.19075545974053e-05
Artola, X. 1.98712782087118e-05
Binnick, Robert I. 3.6633680142457e-05
Chung, Hoojung 2.52993227957119e-05
Broeder, Daan 3.19031388658953e-05
Brunet-Manquat, Francis 2.60386693427751e-05
Hori, Koichi 1.98712782087118e-05
Jiang, Sun Da 4.95193688937291e-05
Cheng, Yuchang 4.6304036854303e-05
Hargreaves, Katherine 1.98712782087118e-05
Thurmair, Gregor 0.000175297892094169
Nagy, Viktor 2.50392743238013e-05
Higbie, Lynne 2.54576563839478e-05
Pendar, Nick 1.98712782087118e-05
De Bruin, Jos 8.53511449108598e-05
Yin, Ling 1.98712782087118e-05
Lee, Hodong 2.31047001126791e-05
Roesner, Dietmar F. 6.3627904111245e-05
Symonenko, Svetlana 1.98712782087118e-05
Nicolae, Cristina 2.29448195241645e-05
Fawcett, Robin P. 7.00599277362806e-05
Zarriess, Sina 1.98712782087118e-05
Van Der Kraan, Mark 1.98712782087118e-05
Sekiguchi, Yoshihiro 1.98712782087118e-05
Spiro, Rand J. 1.98712782087118e-05
Hampton, Tom 4.20063664583716e-05
Igel, Stefan 2.45583321825236e-05
Prost, Jean-Philippe 1.98712782087118e-05
Goh, Chooi-Ling 1.98712782087118e-05
Cicekli, Ilyas 2.93434579989987e-05
Sato, Gayle K. 5.46327497973372e-05
Justeson, John S. 6.33672332335653e-05
Saint-Dizier, Patrick 9.19363297437068e-05
Pery-Woodley, Marie-Paule 4.6921434092027e-05
Morgan, Nelson 5.04032967902205e-05
Itamar, Einav 1.98712782087118e-05
Min, Kyongho 2.48335993304414e-05
Danielson, Denise 0.000102381223227012
Kozawa, Shunsuke 1.98712782087118e-05
McIntosh, Tara 2.80118881999026e-05
Praczak, Lidia 1.98712782087118e-05
Martin, J. C. 1.98712782087118e-05
Kimura, Shinichi 1.98712782087118e-05
Farber, Benjamin 1.98712782087118e-05
Rouault, Jacques 2.40618786921481e-05
Cyphers, D. Scott 1.98712782087118e-05
Simıes, Alberto 1.98712782087118e-05
Hennoste, Tiit 1.98712782087118e-05
Engelson, Sean P. 0.000159088515390914
Wang, Yu-Chun 1.98712782087118e-05
Carey, Regan 2.42538887465128e-05
Xu, Wei 7.13413429762223e-05
Mohl, Mathias 3.48986647631654e-05
Khaltar, Badam-Osor 2.4687355267524e-05
Ball, Catherine N. 0.000135611993825309
Jansen, Peter J. 3.10891321041314e-05
Fernandez-Amoros, David 2.3378392472522e-05
Paukkeri, Mari-Sanna 1.98712782087118e-05
Zhao, Lin 1.98712782087118e-05
Heinonen, Oskari 6.31894173929547e-05
Vivaldi, Jorge 1.98712782087118e-05
GAHL, Susanne 1.98712782087118e-05
Wu, Yiching 2.25040899064033e-05
Gabay, David 2.71302965267823e-05
Yang, Chih-King 1.98712782087118e-05
Hakoda, Keita 1.98712782087118e-05
Chen, Conrad 1.98712782087118e-05
Rodd, Jennifer 3.6633680142457e-05
Xin, Chengsheng 2.30333755292852e-05
Scholer, Falk 3.58919268292528e-05
Aouladomar, Farida 1.98712782087118e-05
Biewer, Axel 5.17280431715922e-05
Cochard, Jean-Luc 3.45942069936324e-05
Wang, Linlin 1.98712782087118e-05
Bennett, Paul N. 1.98712782087118e-05
Barcena, Elena 1.98712782087118e-05
Whistlecroft, Lisa 1.98712782087118e-05
Toole, Janine 6.56313710789969e-05
Marom, Yuval 1.98712782087118e-05
Dimitrova, Ludmila 2.80888983235428e-05
Mendonca, Eneida A. 1.98712782087118e-05
Lam, Wai 0.000117348680891318
Wittenburg, Kent 0.000235192863863999
Zhao, Bing 6.41333901162581e-05
Vela, Mihaela 2.48220715926721e-05
Field, Debora 1.98712782087118e-05
Richardella, Anthony 7.72875193896259e-05
Ramsay, Allan 2.63143833973146e-05
Ichimura, Yumi 2.29489729430411e-05
Wu, Horng Jyh Paul 1.98712782087118e-05
Vutt, Evely 1.98712782087118e-05
McCracken, Nancy J. 4.09593806187944e-05
Chen, Xiaoming 1.98712782087118e-05
Skopeteas, Stavros 2.62701922682038e-05
Ksiezyk, Tomasz 0.000207484045484945
Brown, Dunstan 2.61837481318667e-05
Allauzen, Alexandre 2.87024911760707e-05
Bachenko, Joan 0.000201993529778779
Cavalli-Sforza, Violetta 2.59078828458792e-05
Borys, Sarah 6.72489555570827e-05
PadÛ, Sebastian 1.98712782087118e-05
Valdisoo, Maret 1.98712782087118e-05
Li, Hang 0.000463192877373624
Van Den Berg, Martin 6.22627061350675e-05
Doi, Kouichi 2.61973091432985e-05
Peters, Lee 2.05697116226179e-05
Wang, Xiaofeng 1.98712782087118e-05
Schultz, Tanja 7.39729439937704e-05
Chaudhuri, Sourish 1.98712782087118e-05
Lennox, A. Scott 4.27245461654633e-05
Lassila, E. 2.74348820542128e-05
Oshika, Beatrice T. 2.07160722649376e-05
